Computer_DateTime,Seconds_Elapsed,RPM,Speed_MPH,Throttle_Pct,Yellow_Wire,Green_Wire,Arduino_Millis,OBD_Connected,Arduino_Connected
2026-03-02 00:49:16.146,601.056,671,0.0,16.5,1,1,598286,1,1
2026-03-02 00:49:16.246,601.156,673,0.0,16.5,1,1,598387,1,1
2026-03-02 00:49:16.346,601.256,673,0.0,16.5,1,1,598486,1,1
2026-03-02 00:49:16.447,601.357,677,0.0,16.5,1,1,598588,1,1
2026-03-02 00:49:16.547,601.457,676,0.0,16.5,1,1,598685,1,1
2026-03-02 00:49:16.648,601.558,676,0.0,16.5,1,1,598788,1,1
2026-03-02 00:49:16.748,601.658,676,0.0,16.5,1,1,598886,1,1
2026-03-02 00:49:16.848,601.758,672,0.0,16.5,1,1,598988,1,1
2026-03-02 00:49:16.949,601.859,673,0.0,16.5,1,1,599087,1,1
2026-03-02 00:49:17.049,601.959,672,0.0,16.5,1,1,599188,1,1
2026-03-02 00:49:17.150,602.060,672,0.0,16.5,1,1,599286,1,1
2026-03-02 00:49:17.250,602.160,672,0.0,16.5,1,1,599389,1,1
2026-03-02 00:49:17.350,602.260,674,0.0,16.5,1,1,599487,1,1
2026-03-02 00:49:17.451,602.361,675,0.0,16.5,1,1,599589,1,1
2026-03-02 00:49:17.551,602.461,673,0.0,16.5,1,1,599687,1,1
2026-03-02 00:49:17.652,602.562,672,0.0,16.5,1,1,599789,1,1
2026-03-02 00:49:17.752,602.662,675,0.0,16.5,1,1,599888,1,1
2026-03-02 00:49:17.853,602.763,671,0.0,16.5,1,1,599990,1,1
2026-03-02 00:49:17.953,602.863,669,0.0,16.5,1,1,600089,1,1
2026-03-02 00:49:18.054,602.964,671,0.0,16.5,1,1,600189,1,1
2026-03-02 00:49:18.154,603.064,670,0.0,16.5,1,1,600291,1,1
2026-03-02 00:49:18.255,603.165,672,0.0,16.5,1,1,600390,1,1
2026-03-02 00:49:18.355,603.265,676,0.0,16.5,1,1,600493,1,1
2026-03-02 00:49:18.455,603.366,676,0.0,16.5,1,1,600591,1,1
2026-03-02 00:49:18.556,603.466,675,0.0,16.5,1,1,600692,1,1
2026-03-02 00:49:18.656,603.566,674,0.0,16.5,1,1,600791,1,1
2026-03-02 00:49:18.757,603.667,676,0.0,16.5,1,1,600893,1,1
2026-03-02 00:49:18.857,603.767,675,0.0,16.5,1,1,600991,1,1
2026-03-02 00:49:18.958,603.868,675,0.0,16.5,1,1,601094,1,1
2026-03-02 00:49:19.058,603.968,674,0.0,16.5,1,1,601192,1,1
2026-03-02 00:49:19.159,604.069,672,0.0,16.5,1,1,601293,1,1
2026-03-02 00:49:19.259,604.169,670,0.0,16.5,1,1,601392,1,1
2026-03-02 00:49:19.359,604.270,669,0.0,16.5,1,1,601493,1,1
2026-03-02 00:49:19.460,604.370,672,0.0,16.5,1,1,601592,1,1
2026-03-02 00:49:19.560,604.470,670,0.0,16.5,1,1,601695,1,1
2026-03-02 00:49:19.661,604.571,666,0.0,16.5,1,1,601792,1,1
2026-03-02 00:49:19.761,604.671,666,0.0,16.5,1,1,601894,1,1
2026-03-02 00:49:19.862,604.772,666,0.0,16.5,1,1,601992,1,1
2026-03-02 00:49:19.962,604.872,662,0.0,16.5,1,1,602095,1,1
2026-03-02 00:49:20.063,604.973,661,0.0,16.5,1,1,602198,1,1
2026-03-02 00:49:20.163,605.073,665,0.0,16.5,1,1,602295,1,1
2026-03-02 00:49:20.263,605.173,666,0.0,16.5,1,1,602396,1,1
2026-03-02 00:49:20.364,605.274,665,0.0,16.5,1,1,602496,1,1
2026-03-02 00:49:20.464,605.374,668,0.0,16.5,1,1,602594,1,1
2026-03-02 00:49:20.565,605.475,672,0.0,16.5,1,1,602696,1,1
2026-03-02 00:49:20.665,605.575,674,0.0,16.5,1,1,602798,1,1
2026-03-02 00:49:20.766,605.676,672,0.0,16.5,1,1,602896,1,1
2026-03-02 00:49:20.866,605.776,671,0.0,16.5,1,1,602998,1,1
2026-03-02 00:49:20.966,605.876,671,0.0,16.5,1,1,603096,1,1
2026-03-02 00:49:21.067,605.977,670,0.0,16.5,1,1,603199,1,1
2026-03-02 00:49:21.167,606.077,672,0.0,16.5,1,1,603296,1,1
2026-03-02 00:49:21.268,606.178,670,0.0,16.5,1,1,603399,1,1
2026-03-02 00:49:21.368,606.278,672,0.0,16.5,1,1,603497,1,1
2026-03-02 00:49:21.468,606.378,671,0.0,16.5,1,1,603598,1,1
2026-03-02 00:49:21.569,606.479,668,0.0,16.5,1,1,603698,1,1
2026-03-02 00:49:21.669,606.579,670,0.0,16.5,1,1,603800,1,1
2026-03-02 00:49:21.770,606.680,667,0.0,16.5,1,1,603897,1,1
2026-03-02 00:49:21.870,606.780,668,0.0,16.5,1,1,604000,1,1
2026-03-02 00:49:21.971,606.881,670,0.0,16.5,1,1,604097,1,1
2026-03-02 00:49:22.071,606.981,670,0.0,16.5,1,1,604199,1,1
2026-03-02 00:49:22.171,607.081,671,0.0,16.5,1,1,604299,1,1
2026-03-02 00:49:22.272,607.182,668,0.0,16.5,0,0,604400,1,1
2026-03-02 00:49:22.372,607.282,670,0.0,16.5,0,0,604499,1,1
2026-03-02 00:49:22.473,607.383,669,0.0,16.5,0,0,604600,1,1
2026-03-02 00:49:22.573,607.483,666,0.0,16.1,0,0,604699,1,1
2026-03-02 00:49:22.674,607.584,658,0.0,16.1,0,0,604802,1,1
2026-03-02 00:49:22.774,607.684,651,0.0,16.1,0,0,604903,1,1
2026-03-02 00:49:22.875,607.785,645,0.0,18.8,0,0,605001,1,1
2026-03-02 00:49:22.975,607.885,682,0.0,19.6,0,0,605104,1,1
2026-03-02 00:49:23.075,607.985,758,0.0,20.0,0,0,605201,1,1
2026-03-02 00:49:23.176,608.086,875,0.0,20.0,0,0,605303,1,1
2026-03-02 00:49:23.276,608.186,992,0.0,20.0,0,0,605402,1,1
2026-03-02 00:49:23.377,608.287,1086,0.0,20.4,0,0,605503,1,1
2026-03-02 00:49:23.477,608.387,1158,0.0,20.4,0,0,605602,1,1
2026-03-02 00:49:23.577,608.488,1199,0.0,21.2,0,0,605704,1,1
2026-03-02 00:49:23.678,608.588,1216,0.0,21.6,0,0,605802,1,1
2026-03-02 00:49:23.778,608.688,1236,0.0,22.0,0,0,605904,1,1
2026-03-02 00:49:23.879,608.789,1258,0.0,22.0,0,0,606003,1,1
2026-03-02 00:49:23.979,608.889,1280,0.0,22.0,0,0,606105,1,1
2026-03-02 00:49:24.080,608.990,1294,0.0,22.4,0,0,606202,1,1
2026-03-02 00:49:24.180,609.090,1316,1.9,22.4,0,0,606305,1,1
2026-03-02 00:49:24.280,609.190,1336,1.9,22.4,0,0,606403,1,1
2026-03-02 00:49:24.381,609.291,1359,1.9,22.4,0,0,606505,1,1
2026-03-02 00:49:24.481,609.391,1378,1.9,22.4,0,0,606604,1,1
2026-03-02 00:49:24.582,609.492,1399,1.9,22.7,0,0,606705,1,1
2026-03-02 00:49:24.682,609.592,1419,3.7,23.1,0,0,606804,1,1
2026-03-02 00:49:24.783,609.693,1445,3.7,23.1,0,0,606906,1,1
2026-03-02 00:49:24.883,609.793,1490,3.7,23.5,0,0,607004,1,1
2026-03-02 00:49:24.984,609.894,1519,3.7,23.5,0,0,607107,1,1
2026-03-02 00:49:25.084,609.994,1548,5.6,23.5,0,0,607208,1,1
2026-03-02 00:49:25.185,610.095,1569,5.6,23.9,0,0,607306,1,1
2026-03-02 00:49:25.285,610.195,1595,5.6,23.9,0,0,607409,1,1
2026-03-02 00:49:25.386,610.296,1622,5.6,23.9,0,0,607507,1,1
2026-03-02 00:49:25.486,610.396,1649,5.6,24.3,0,0,607609,1,1
2026-03-02 00:49:25.586,610.496,1675,7.5,24.3,0,0,607708,1,1
2026-03-02 00:49:25.687,610.597,1698,7.5,24.7,0,0,607809,1,1
2026-03-02 00:49:25.787,610.697,1727,7.5,24.7,0,0,607907,1,1
2026-03-02 00:49:25.888,610.798,1783,7.5,24.7,0,0,608009,1,1
2026-03-02 00:49:25.988,610.898,1822,8.7,24.7,0,0,608108,1,1
2026-03-02 00:49:26.089,610.999,1861,8.7,25.1,0,0,608210,1,1
2026-03-02 00:49:26.189,611.099,1903,8.7,25.5,0,0,608308,1,1
2026-03-02 00:49:26.289,611.199,1943,8.7,25.5,0,0,608410,1,1
2026-03-02 00:49:26.390,611.300,1967,8.7,25.9,0,0,608507,1,1
2026-03-02 00:49:26.490,611.400,1963,10.6,26.3,0,0,608611,1,1
2026-03-02 00:49:26.591,611.501,1904,10.6,26.3,0,0,608709,1,1
2026-03-02 00:49:26.691,611.601,1840,10.6,26.3,0,0,608811,1,1
2026-03-02 00:49:26.792,611.702,1785,10.6,26.3,0,0,608913,1,1
2026-03-02 00:49:26.892,611.802,1730,10.6,26.3,0,0,609011,1,1
2026-03-02 00:49:26.993,611.903,1676,12.4,26.3,0,0,609112,1,1
2026-03-02 00:49:27.093,612.003,1682,12.4,25.9,0,0,609212,1,1
2026-03-02 00:49:27.194,612.104,1694,12.4,25.9,0,0,609313,1,1
2026-03-02 00:49:27.294,612.204,1700,12.4,26.3,0,0,609412,1,1
2026-03-02 00:49:27.395,612.305,1712,13.7,25.9,0,0,609514,1,1
2026-03-02 00:49:27.495,612.405,1722,13.7,25.9,0,0,609611,1,1
2026-03-02 00:49:27.595,612.506,1726,13.7,25.9,0,0,609715,1,1
2026-03-02 00:49:27.696,612.606,1730,13.7,25.9,0,0,609812,1,1
2026-03-02 00:49:27.796,612.706,1739,13.7,25.9,0,0,609914,1,1
2026-03-02 00:49:27.897,612.807,1746,15.5,25.9,0,0,610013,1,1
2026-03-02 00:49:27.997,612.907,1760,15.5,26.3,0,0,610114,1,1
2026-03-02 00:49:28.098,613.008,1782,15.5,26.3,0,0,610213,1,1
2026-03-02 00:49:28.198,613.108,1809,15.5,25.9,0,0,610316,1,1
2026-03-02 00:49:28.298,613.209,1807,15.5,25.9,0,0,610413,1,1
2026-03-02 00:49:28.399,613.309,1813,16.8,25.1,0,0,610515,1,1
2026-03-02 00:49:28.500,613.410,1804,16.8,25.9,0,0,610617,1,1
2026-03-02 00:49:28.600,613.510,1811,16.8,25.9,0,0,610715,1,1
2026-03-02 00:49:28.701,613.611,1835,16.8,25.9,0,0,610819,1,1
2026-03-02 00:49:28.801,613.711,1840,16.8,25.5,0,0,610916,1,1
2026-03-02 00:49:28.902,613.812,1854,18.0,25.9,0,0,611018,1,1
2026-03-02 00:49:29.002,613.912,1830,18.0,25.1,0,0,611116,1,1
2026-03-02 00:49:29.103,614.013,1822,18.0,25.5,0,0,611218,1,1
2026-03-02 00:49:29.203,614.113,1771,18.0,25.1,0,0,611317,1,1
2026-03-02 00:49:29.303,614.214,1670,19.3,24.3,0,0,611419,1,1
2026-03-02 00:49:29.404,614.314,1578,19.3,24.7,0,0,611517,1,1
2026-03-02 00:49:29.504,614.414,1494,19.3,23.5,0,0,611619,1,1
2026-03-02 00:49:29.605,614.515,1427,19.3,23.5,0,0,611717,1,1
2026-03-02 00:49:29.705,614.615,1404,19.3,23.5,0,0,611819,1,1
2026-03-02 00:49:29.806,614.716,1398,20.5,23.5,0,0,611917,1,1
2026-03-02 00:49:29.906,614.816,1398,20.5,23.5,0,0,612020,1,1
2026-03-02 00:49:30.006,614.916,1396,20.5,22.7,0,0,612118,1,1
2026-03-02 00:49:30.107,615.017,1394,20.5,22.7,0,1,612219,1,1
2026-03-02 00:49:30.208,615.118,1342,21.7,22.7,0,1,612319,1,1
2026-03-02 00:49:30.308,615.218,1356,21.7,22.7,0,1,612421,1,1
2026-03-02 00:49:30.409,615.319,1348,21.7,22.7,0,0,612519,1,1
2026-03-02 00:49:30.509,615.419,1351,21.7,22.7,0,0,612621,1,1
2026-03-02 00:49:30.610,615.520,1356,21.7,22.7,0,0,612722,1,1
2026-03-02 00:49:30.710,615.620,1358,21.7,22.7,0,0,612820,1,1
2026-03-02 00:49:30.810,615.721,1362,21.7,22.4,0,1,612923,1,1
2026-03-02 00:49:30.911,615.821,1357,21.7,22.4,0,1,613021,1,1
2026-03-02 00:49:31.011,615.921,1355,21.7,22.4,0,1,613124,1,1
2026-03-02 00:49:31.112,616.022,1357,21.7,22.4,0,0,613221,1,1
2026-03-02 00:49:31.212,616.122,1362,21.7,22.4,0,0,613323,1,1
2026-03-02 00:49:31.312,616.222,1373,21.7,22.0,0,0,613422,1,1
2026-03-02 00:49:31.413,616.323,1376,21.7,22.0,0,0,613524,1,1
2026-03-02 00:49:31.513,616.423,1375,21.7,22.4,0,1,613622,1,1
2026-03-02 00:49:31.614,616.524,1380,21.7,22.4,0,1,613725,1,1
2026-03-02 00:49:31.714,616.624,1392,21.7,22.4,0,1,613822,1,1
2026-03-02 00:49:31.815,616.725,1398,21.7,22.4,0,0,613924,1,1
2026-03-02 00:49:31.915,616.825,1401,21.7,22.0,0,0,614023,1,1
2026-03-02 00:49:32.015,616.925,1404,21.7,22.0,0,0,614125,1,1
2026-03-02 00:49:32.116,617.026,1408,21.7,22.4,0,0,614223,1,1
2026-03-02 00:49:32.216,617.126,1414,21.7,22.4,0,1,614325,1,1
2026-03-02 00:49:32.317,617.227,1426,21.7,22.4,0,1,614423,1,1
2026-03-02 00:49:32.417,617.327,1433,21.7,22.0,0,1,614524,1,1
2026-03-02 00:49:32.518,617.428,1431,21.7,19.2,0,0,614624,1,1
2026-03-02 00:49:32.618,617.528,1417,23.0,16.5,0,0,614726,1,1
2026-03-02 00:49:32.719,617.629,1370,23.0,16.9,0,0,614823,1,1
2026-03-02 00:49:32.819,617.729,1368,23.0,16.9,0,0,614926,1,1
2026-03-02 00:49:32.920,617.830,1411,23.0,16.9,0,1,615028,1,1
2026-03-02 00:49:33.020,617.930,1401,23.0,18.0,0,1,615127,1,1
2026-03-02 00:49:33.120,618.030,1386,24.2,18.4,0,1,615229,1,1
2026-03-02 00:49:33.221,618.131,1382,24.2,19.2,0,0,615326,1,1
2026-03-02 00:49:33.321,618.231,1394,24.2,19.6,0,0,615429,1,1
2026-03-02 00:49:33.422,618.332,1422,24.2,20.4,0,0,615527,1,1
2026-03-02 00:49:33.522,618.432,1434,24.2,20.8,0,0,615628,1,1
2026-03-02 00:49:33.623,618.533,1458,24.2,20.8,0,1,615728,1,1
2026-03-02 00:49:33.723,618.633,1454,24.2,20.8,0,1,615829,1,1
2026-03-02 00:49:33.824,618.734,1405,24.2,21.2,0,1,615927,1,1
2026-03-02 00:49:33.924,618.834,1321,24.2,21.2,0,0,616030,1,1
2026-03-02 00:49:34.024,618.934,1247,23.6,21.2,0,0,616127,1,1
2026-03-02 00:49:34.125,619.035,1228,23.6,21.2,0,0,616230,1,1
2026-03-02 00:49:34.225,619.135,1232,23.6,21.2,0,0,616329,1,1
2026-03-02 00:49:34.326,619.236,1247,23.6,21.2,0,0,616430,1,1
2026-03-02 00:49:34.426,619.336,1262,23.6,21.2,0,0,616530,1,1
2026-03-02 00:49:34.527,619.437,1262,23.6,21.2,0,0,616630,1,1
2026-03-02 00:49:34.627,619.537,1226,23.6,21.2,0,0,616732,1,1
2026-03-02 00:49:34.728,619.638,1186,23.6,21.2,0,0,616832,1,1
2026-03-02 00:49:34.828,619.738,1162,23.6,20.8,0,0,616930,1,1
2026-03-02 00:49:34.928,619.838,1145,23.6,20.8,0,0,617031,1,1
2026-03-02 00:49:35.029,619.939,1130,23.6,20.8,0,0,617133,1,1
2026-03-02 00:49:35.129,620.039,1129,23.6,20.8,0,0,617231,1,1
2026-03-02 00:49:35.231,620.141,1112,23.6,20.8,0,0,617334,1,1
2026-03-02 00:49:35.331,620.241,1081,23.6,21.2,0,0,617432,1,1
2026-03-02 00:49:35.432,620.342,1101,23.6,21.2,0,0,617534,1,1
2026-03-02 00:49:35.532,620.442,1116,23.6,20.8,0,0,617635,1,1
2026-03-02 00:49:35.633,620.543,1106,23.6,20.8,0,0,617734,1,1
2026-03-02 00:49:35.733,620.643,1104,23.6,20.4,0,0,617835,1,1
2026-03-02 00:49:35.834,620.744,1096,23.6,20.0,0,0,617934,1,1
2026-03-02 00:49:35.934,620.844,1094,23.6,20.0,0,0,618034,1,1
2026-03-02 00:49:36.034,620.945,1088,23.6,20.0,0,0,618135,1,1
2026-03-02 00:49:36.135,621.045,1084,23.6,20.0,0,0,618236,1,1
2026-03-02 00:49:36.235,621.145,1083,23.6,20.4,0,0,618335,1,1
2026-03-02 00:49:36.336,621.246,1089,23.6,21.2,0,0,618437,1,1
2026-03-02 00:49:36.436,621.346,1094,24.9,21.6,0,0,618535,1,1
2026-03-02 00:49:36.537,621.447,1116,24.9,21.2,0,0,618638,1,1
2026-03-02 00:49:36.637,621.547,1148,24.9,21.6,0,0,618735,1,1
2026-03-02 00:49:36.737,621.648,1166,24.9,21.6,0,0,618838,1,1
2026-03-02 00:49:36.838,621.748,1189,24.9,21.6,0,0,618937,1,1
2026-03-02 00:49:36.938,621.848,1204,24.9,21.6,0,0,619038,1,1
2026-03-02 00:49:37.039,621.949,1221,24.9,21.2,0,0,619137,1,1
2026-03-02 00:49:37.139,622.049,1231,24.9,21.2,0,0,619238,1,1
2026-03-02 00:49:37.240,622.150,1228,24.9,21.2,0,0,619336,1,1
2026-03-02 00:49:37.340,622.250,1214,24.2,21.6,0,0,619439,1,1
2026-03-02 00:49:37.441,622.351,1208,24.2,22.0,0,0,619537,1,1
2026-03-02 00:49:37.541,622.451,1206,24.2,21.6,0,0,619639,1,1
2026-03-02 00:49:37.641,622.552,1211,24.2,21.6,0,0,619741,1,1
2026-03-02 00:49:37.742,622.652,1219,25.5,20.8,0,0,619839,1,1
2026-03-02 00:49:37.842,622.752,1217,25.5,20.4,0,0,619941,1,1
2026-03-02 00:49:37.943,622.853,1210,25.5,20.8,0,0,620040,1,1
2026-03-02 00:49:38.043,622.953,1203,25.5,20.8,0,0,620141,1,1
2026-03-02 00:49:38.144,623.054,1198,25.5,21.2,0,0,620240,1,1
2026-03-02 00:49:38.244,623.154,1198,25.5,21.6,0,0,620340,1,1
2026-03-02 00:49:38.345,623.255,1215,25.5,21.6,0,0,620440,1,1
2026-03-02 00:49:38.445,623.355,1228,25.5,21.6,0,0,620542,1,1
2026-03-02 00:49:38.546,623.456,1244,25.5,21.6,0,0,620641,1,1
2026-03-02 00:49:38.646,623.556,1256,25.5,21.2,0,0,620743,1,1
2026-03-02 00:49:38.746,623.656,1262,25.5,20.0,0,0,620840,1,1
2026-03-02 00:49:38.847,623.757,1248,25.5,20.0,0,0,620943,1,1
2026-03-02 00:49:38.947,623.857,1222,25.5,19.6,0,0,621040,1,1
2026-03-02 00:49:39.048,623.958,1199,25.5,19.6,0,0,621144,1,1
2026-03-02 00:49:39.148,624.058,1183,25.5,20.0,0,0,621242,1,1
2026-03-02 00:49:39.248,624.158,1171,25.5,19.6,0,0,621343,1,1
2026-03-02 00:49:39.349,624.259,1171,25.5,19.6,0,0,621442,1,1
2026-03-02 00:49:39.449,624.359,1171,25.5,20.0,0,0,621544,1,1
2026-03-02 00:49:39.550,624.460,1172,25.5,20.0,0,0,621642,1,1
2026-03-02 00:49:39.650,624.560,1172,25.5,19.6,0,0,621745,1,1
2026-03-02 00:49:39.750,624.660,1172,25.5,20.0,0,0,621842,1,1
2026-03-02 00:49:39.851,624.761,1162,25.5,19.2,0,0,621944,1,1
2026-03-02 00:49:39.951,624.861,1153,25.5,19.2,0,0,622045,1,1
2026-03-02 00:49:40.052,624.962,1157,25.5,19.6,0,0,622144,1,1
2026-03-02 00:49:40.152,625.062,1158,24.9,20.4,0,0,622244,1,1
2026-03-02 00:49:40.253,625.163,1162,24.9,20.4,0,0,622345,1,1
2026-03-02 00:49:40.353,625.263,1170,24.9,20.4,0,0,622444,1,1
2026-03-02 00:49:40.454,625.364,1179,24.9,20.4,0,0,622545,1,1
2026-03-02 00:49:40.554,625.464,1184,24.9,20.4,0,0,622647,1,1
2026-03-02 00:49:40.655,625.565,1186,24.9,20.4,0,0,622746,1,1
2026-03-02 00:49:40.755,625.665,1190,24.9,20.4,0,0,622849,1,1
2026-03-02 00:49:40.855,625.765,1200,24.9,20.0,0,0,622946,1,1
2026-03-02 00:49:40.956,625.866,1203,24.9,19.6,0,0,623048,1,1
2026-03-02 00:49:41.056,625.966,1195,26.1,19.2,0,0,623145,1,1
2026-03-02 00:49:41.157,626.067,1184,26.1,19.6,0,0,623248,1,1
2026-03-02 00:49:41.257,626.167,1178,26.1,19.6,0,0,623347,1,1
2026-03-02 00:49:41.358,626.268,1180,26.1,19.6,0,0,623449,1,1
2026-03-02 00:49:41.458,626.368,1185,26.1,19.6,0,0,623547,1,1
2026-03-02 00:49:41.558,626.468,1183,27.3,20.0,0,0,623648,1,1
2026-03-02 00:49:41.659,626.569,1189,27.3,19.2,0,0,623747,1,1
2026-03-02 00:49:41.759,626.669,1181,27.3,18.8,0,0,623850,1,1
2026-03-02 00:49:41.860,626.770,1175,27.3,18.8,0,0,623947,1,1
2026-03-02 00:49:41.960,626.870,1166,27.3,18.0,0,0,624050,1,1
2026-03-02 00:49:42.060,626.970,1154,26.7,18.0,0,0,624148,1,1
2026-03-02 00:49:42.161,627.071,1170,26.7,18.0,0,0,624249,1,1
2026-03-02 00:49:42.261,627.171,1161,26.7,17.6,0,0,624349,1,1
2026-03-02 00:49:42.362,627.272,1143,26.7,16.5,0,0,624450,1,1
2026-03-02 00:49:42.462,627.372,1132,26.7,16.1,0,0,624549,1,1
2026-03-02 00:49:42.563,627.473,1115,26.1,16.1,0,0,624651,1,1
2026-03-02 00:49:42.663,627.573,1075,26.1,16.1,0,0,624749,1,1
2026-03-02 00:49:42.764,627.674,1072,26.1,16.1,0,0,624850,1,1
2026-03-02 00:49:42.864,627.774,1072,26.1,16.1,0,0,624954,1,1
2026-03-02 00:49:42.965,627.875,1062,26.1,16.1,0,0,625051,1,1
2026-03-02 00:49:43.065,627.975,1058,26.1,16.1,0,0,625154,1,1
2026-03-02 00:49:43.165,628.075,1061,26.1,16.1,0,0,625251,1,1
2026-03-02 00:49:43.266,628.176,1061,26.1,16.1,0,0,625353,1,1
2026-03-02 00:49:43.366,628.276,1052,26.1,16.1,0,0,625453,1,1
2026-03-02 00:49:43.466,628.377,1058,26.1,16.1,0,0,625554,1,1
2026-03-02 00:49:43.567,628.477,1049,26.1,16.1,0,0,625652,1,1
2026-03-02 00:49:43.667,628.577,1050,26.1,16.1,0,0,625754,1,1
2026-03-02 00:49:43.768,628.678,1048,26.1,16.1,0,0,625852,1,1
2026-03-02 00:49:43.868,628.778,1040,26.1,16.1,0,0,625954,1,1
2026-03-02 00:49:43.968,628.879,1044,26.1,16.1,0,0,626053,1,1
2026-03-02 00:49:44.069,628.979,1035,26.1,16.1,0,0,626155,1,1
2026-03-02 00:49:44.169,629.079,1034,26.1,16.1,0,0,626253,1,1
2026-03-02 00:49:44.270,629.180,1029,26.1,16.1,0,0,626355,1,1
2026-03-02 00:49:44.370,629.280,1025,25.5,17.3,0,0,626453,1,1
2026-03-02 00:49:44.470,629.381,1026,25.5,18.4,0,0,626555,1,1
2026-03-02 00:49:44.571,629.481,994,25.5,19.2,0,0,626654,1,1
2026-03-02 00:49:44.671,629.581,1029,25.5,19.2,0,0,626756,1,1
2026-03-02 00:49:44.772,629.682,1055,25.5,19.2,0,0,626853,1,1
2026-03-02 00:49:44.872,629.782,1120,25.5,19.2,0,0,626956,1,1
2026-03-02 00:49:44.972,629.882,1176,25.5,19.2,0,0,627053,1,1
2026-03-02 00:49:45.073,629.983,1162,25.5,19.2,0,0,627156,1,1
2026-03-02 00:49:45.173,630.083,1155,25.5,18.8,0,0,627255,1,1
2026-03-02 00:49:45.274,630.184,1153,25.5,18.8,0,0,627356,1,1
2026-03-02 00:49:45.374,630.284,1156,24.9,19.2,0,0,627454,1,1
2026-03-02 00:49:45.475,630.385,1161,24.9,19.2,0,0,627557,1,1
2026-03-02 00:49:45.575,630.485,1159,24.9,19.2,0,0,627655,1,1
2026-03-02 00:49:45.676,630.586,1164,24.9,19.2,0,0,627758,1,1
2026-03-02 00:49:45.776,630.686,1169,24.2,19.6,0,0,627859,1,1
2026-03-02 00:49:45.876,630.786,1174,24.2,20.0,0,0,627957,1,1
2026-03-02 00:49:45.977,630.887,1180,24.2,20.8,0,0,628060,1,1
2026-03-02 00:49:46.077,630.987,1190,24.2,20.8,0,0,628158,1,1
2026-03-02 00:49:46.178,631.088,1198,24.2,20.8,0,0,628260,1,1
2026-03-02 00:49:46.278,631.188,1207,25.5,21.2,0,0,628358,1,1
2026-03-02 00:49:46.379,631.289,1206,25.5,20.8,0,0,628460,1,1
2026-03-02 00:49:46.479,631.389,1212,25.5,20.8,0,0,628558,1,1
2026-03-02 00:49:46.579,631.489,1218,25.5,20.8,0,0,628660,1,1
2026-03-02 00:49:46.680,631.590,1222,25.5,21.2,0,0,628759,1,1
2026-03-02 00:49:46.780,631.690,1226,24.9,21.2,0,0,628861,1,1
2026-03-02 00:49:46.881,631.791,1226,24.9,21.2,0,0,628959,1,1
2026-03-02 00:49:46.981,631.891,1222,24.9,21.2,0,0,629061,1,1
2026-03-02 00:49:47.081,631.991,1215,24.9,21.6,0,0,629158,1,1
2026-03-02 00:49:47.182,632.092,1208,24.9,21.6,0,0,629262,1,1
2026-03-02 00:49:47.282,632.192,1200,24.9,21.6,0,0,629360,1,1
2026-03-02 00:49:47.383,632.293,1189,24.9,21.6,0,0,629462,1,1
2026-03-02 00:49:47.483,632.393,1184,24.9,21.2,0,0,629560,1,1
2026-03-02 00:49:47.583,632.493,1171,24.9,21.2,0,0,629662,1,1
2026-03-02 00:49:47.684,632.594,1160,24.9,21.2,0,0,629760,1,1
2026-03-02 00:49:47.784,632.694,1152,24.9,21.2,0,0,629863,1,1
2026-03-02 00:49:47.884,632.795,1149,24.9,21.2,0,0,629960,1,1
2026-03-02 00:49:47.985,632.895,1150,24.9,21.2,0,0,630063,1,1
2026-03-02 00:49:48.085,632.995,1148,24.9,21.2,0,0,630161,1,1
2026-03-02 00:49:48.186,633.096,1152,24.9,20.8,0,0,630262,1,1
2026-03-02 00:49:48.286,633.196,1153,24.9,20.4,0,0,630362,1,1
2026-03-02 00:49:48.387,633.297,1143,24.9,20.4,0,0,630463,1,1
2026-03-02 00:49:48.487,633.397,1141,24.9,20.4,0,0,630561,1,1
2026-03-02 00:49:48.588,633.498,1139,26.1,20.4,0,0,630664,1,1
2026-03-02 00:49:48.688,633.598,1144,26.1,20.0,0,0,630765,1,1
2026-03-02 00:49:48.788,633.699,1138,26.1,20.4,0,0,630864,1,1
2026-03-02 00:49:48.889,633.799,1134,26.1,20.4,0,0,630967,1,1
2026-03-02 00:49:48.989,633.899,1139,26.1,20.4,0,0,631064,1,1
2026-03-02 00:49:49.090,634.000,1144,26.1,20.4,0,0,631165,1,1
2026-03-02 00:49:49.190,634.100,1152,26.1,20.4,0,0,631264,1,1
2026-03-02 00:49:49.291,634.201,1154,26.1,20.4,0,0,631366,1,1
2026-03-02 00:49:49.391,634.301,1153,26.1,20.4,0,0,631465,1,1
2026-03-02 00:49:49.491,634.402,1148,26.1,20.4,0,0,631567,1,1
2026-03-02 00:49:49.592,634.502,1148,26.1,20.4,0,0,631665,1,1
2026-03-02 00:49:49.692,634.602,1157,26.1,21.6,0,0,631767,1,1
2026-03-02 00:49:49.793,634.703,1176,26.1,21.6,0,0,631865,1,1
2026-03-02 00:49:49.893,634.803,1183,26.1,21.6,0,0,631968,1,1
2026-03-02 00:49:49.993,634.904,1185,26.1,21.6,0,0,632066,1,1
2026-03-02 00:49:50.094,635.004,1177,26.1,22.0,0,0,632168,1,1
2026-03-02 00:49:50.195,635.105,1180,26.1,21.6,0,0,632266,1,1
2026-03-02 00:49:50.295,635.205,1181,26.1,21.6,0,0,632368,1,1
